word,occurences
abu simbel,4
reflexive,2
quintessence,2
one sweet day,2
unfurling,1
sam cooke,7
swine or hogs,1
a hausfrau,1
william peter blatty,7
futures,6
destinys child,16
the gulf of st lawrence,9
hammer,22
pepsi or pepsicola,1
fugu,7
sophie tucker,3
the bellamy brothers,3
loudun,1
conedison,1
a puddlejumper,1
rehnquist,15
the kurds,13
rome new york,1
byron white,4
a predicament,2
mishima,1
the greatest show on earth,18
william brennan,3
preposterous,3
jg ballard,3
charles evans hughes,3
mujahideen,1
lawrence ferlinghetti,3
freaks,3
justice stone,1
intensity,1
the west wing,45
people magazine,10
1000 mph,1
cloud seeding,4
stratus,5
the true cross,1
nez perce,10
an emu,17
byzantium,13
hawaiian,16
philo farnsworth,4
mach,6
nicaea,4
smelling salts,5
bronte,4
univision,6
colonel tom parker,8
prell,2
buda pest,4
the tampa bay buccaneers,8
julio cesar chavez,2
telluride,8
daytoday,1
proust,11
cantinflas,1
colonel bogey,2
francis cardinal spellman,1
craig stadler,2
carlos salinas de gortari,4
travis,3
daniel ellsberg,5
futbol soccer,1
put on ice,1
carnaval,3
sarah ferguson,10
by the way,2
the jig,1
hit the hay,2
mig,4
copacabana,6
a moveable feast,7
diana spencer princess diana,1
top the bill,1
vernon irene castle,3
the sugarloaf,1
amman jordan,3
cut a rug,2
a will,8
america or my country tis of thee,2
eyewitness,3
carl alfalfa schweitzer,1
extinguish,2
governor of new york,1
cherokee,27
insanity,9
x y zee,1
mama cass,3
a state fair,1
a purser,2
with your fingers,1
groovin,5
mata hari,41
a basket,7
petula clark,9
the rex krewe,1
the qe2,7
in the year 2525,3
the modern language association,1
the godmother,1
a sortie,2
arrested development,27
eugene mccarthy,10
cream creamer accepted,1
ziegfeld,7
yes dear,1
carl zeiss,1
the office,33
bligh,11
fur coats,1
faith ford,2
john zorn,1
apes,4
bear market,2
avis,8
ravens,13
cash cow,1
luxury tax,7
tnn the nashville network,3
pillsbury,16
tidings,2
annuity,1
juno,33
badgers,4
sallie mae,1
the ryman auditorium,2
united negro college fund uncf,1
michael keaton,18
canoe,7
the last of the mohicans,38
william seward,24
many islands,1
william baffin,5
what makes sammy run,2
antonio de salazar,2
claire danes,11
rene lacoste,3
lee majors,7
offense,2
sirloin,5
dinah,9
mudville,9
veal,23
deep red,1
prevention,10
mutton,12
sardonyx,3
the cherokee,27
naomi,10
the hotel new hampshire,5
jernigan,1
daniel,69
fort laramie,5
hock,4
toy dogs,2
weapons of mass destruction,5
rickenbacker,7
pindar,4
a hairless cat,1
the writers guild of america,2
no mans land,9
newsday,6
latvia,35
industrial light magic,2
father knows best,8
a cavalier king charles,1
single lens reflex,5
elaine nardo,3
octavio paz,5
bouvier des flandres,1
international standard book number,1
zipadeedoodah,6
shake rattle and roll,2
misty,6
brag,2
throwing a penny into a well,1
dayton ohio,5
bouncer,3
divining rodsdowsing rodswitching sticks,1
mack the knife,11
horseshoe,7
augusta maine,12
burmese,8
earthquake,23
ringing of the bells,1
barnum bailey,5
pulp fiction,28
a bridge,22
currants,6
poverty,19
a passage to india,30
marquette jolliet,1
double indemnity,16
2002 mmii,1
irises,9
fishhook,2
rock the casbah,6
mining claims,1
the king of hearts,4
hitchhike,4
rock you like a hurricane,1
homesteading,1
roughhouse,1
the rockin pneumonia,2
rocky mountain high,5
a grouper,2
beachhead,1
a novice,3
under the tuscan sun,3
curds,3
an accomplice,4
brine,9
william henry harrison john tyler,2
jaundice,22
aging,9
rejoice,1
mauritania,9
no way out,2
affinage,1
matthew ridgway,2
a cornice,3
agent 99,3
a salad bar,2
sari,6
la law,20
drivein,1
intelligence quotient,4
howdy doody,18
dessert,22
surf and turf,2
cb citizens band radio,1
hunger strike,1
the mustang,11
turnpike tolls,1
winnie mandela,12
the caribbean sea,22
zorba the greek,12
a sprinkler,1
ode to joy,10
the sea of japan,15
john nance garner,18
a shrub,3
promises promises,4
the first heart transplant,1
all you need is love,9
the aorta,21
cops or coppers,1
a day in the life,4
julie nixon eisenhower,1
a stock,1
the appomattox,1
vidkun quisling,16
the punt,1
blotter log accepted,1
somoza,7
the taxman,2
luci johnson,2
i am the walrus,8
alice roosevelt,6
allentown,9
ballistic,5
a cheesehead,1
a papoose,1
a proam,1
a harpoon,10
wilsons fourteen points,1
the red sox nation,1
sars severe acute respiratory syndrome,1
dirty pool,1
percy shelley,27
the american youth soccer organization,1
the treaty of paris,7
shingles,19
poodle skirts,2
the olympic games,8
sun,30
the grass,7
tonto,11
lunar eclipse,2
time tempus,1
paul bunyan babe,1
daryl hannah,8
the die,4
falcon,7
accordion,11
gulf of mexico,14
lewis carroll charles l dodgson,1
tepee,1
kettle drums,1
yawning,7
delaware bay,2
shirley temple black,22
bay of biscay,13
hopi,4
recorder,1
zaire zimbabwe,1
melt,9
princess stephanie,9
clocks,11
red cross,14
peen,3
maple leaf,6
the badger state,2
skewbald,1
catherine de medici,16
calculator,3
ampersand,4
points pointillism,1
moon,31
san francisco earthquake,2
chet huntley,4
muses,9
netherlands,18
puppet government,1
balkanization,2
a nohitter,10
atlanta braves,5
curls,3
a bloodhound,11
hair plugs,1
blood simple,4
the ivy,1
an elf owl,1
extensions,3
a blood feud,1
umpires,1
rheas,1
pomade,3
a blood orange,8
potemkin,5
dave barry,9
multiple sclerosis,2
imax,8
fabergé,12
behind closed doors,3
ich,4
grisgris juju accepted,1
innsbruck,25
peter iii,1
the illuminati,10
the twilight zone,38
her voice,1
harry,14
a soufflé,5
silent night,14
the dancing queen,2
debbie,4
pork chops,2
a silent auction,1
harbor,4
edgar,9
blintzes,6
the princess and the pea,5
mamma mia,31
edmund,3
silent movie,5
the nightingale,11
seneca falls,7
a silent butler,1
a pelican,18
oyster crackers,2
break the sound barrier,3
marsupial,12
oxford cloth,1
bogota,20
max baer jr,2
objective case,1
a pica,2
oleg cassini,5
max reinhardt,1
kay bailey hutchison,2
a stickleback,1
op cit,1
4h,12
brown betty,1
before christ,1
king juan carlos i,1
the periodic table of elements,2
before the horse,1
chiffon pie,1
an aftershock,5
foucaults pendulum,4
football soccer,1
a head,5
bunker hill,24
w a mozart,1
an orange,11
maracaibo,12
the philadelphia phillies,11
native son,11
robert falcon scott in antarctica,1
pizza,35
a studio,4
serena williams,19
a machine,2
a glider,14
a grain,8
orleans,15
monica seles,10
sevruga,1
oak park,1
things that are cut,1
a mote,1
a handle,3
the king cobra,5
madame curie,4
sense and sensibility,32
body heat,5
a wolf whistle,3
eight days a week,10
wolf trap,5
a cottonmouth,3
trial by jury,4
the mamba,3
wolfsbane wolfbane later accepted,1
cries and whispers,1
barbara pierce,1
african violet,5
fbi,12
mchales navy,8
miami dolphins,7
the denver post,5
birds,54
los angeles memorial coliseum,2
william quantrill,9
wembley stadium,6
ma joad,3
chicago midway,1
eskimo pie,3
a machete,9
the marine corps,13
syria,46
hurling,4
the sopranos,51
starbucks,41
deli,1
maximum,2
fat tony,1
the gap,20
dooley,1
pottery barn,3
summertime,9
banana republic,15
doily,8
mummers,3
kettle hill,1
crabtree evelyn,2
commemorate,2
chairman of the joint chiefs of staff,3
over the rainbow,8
wayfarer,1
defense condition,1
the world war ii memorial,1
naked lunch,11
waylon jennings,13
the bauhaus,4
australia new zealand the united states,1
martha graham or agnes de mille,1
mies van der rohe,6
tom terrific,2
strategic nuclear weapon,1
william golding,20
national military command center,1
genes,18
william steig,2
the ways and means committee,2
flagrante delicto,2
chameleons,5
clam,11
pro bono,10
the rocky horror picture show,14
lindsay wagner,7
rupees,8
starfish,16
thelma louise,15
makarios,2
sand dollar,4
battle of the bulge,5
ignorance is no excuse of the law,1
the client based on the book by john grisham,1
wonderbra,1
taste buds,11
dean martin,20
milton eisenhower,3
the battle of bunker hill,11
chloroform,8
pat benatar,14
the celestine prophecy,6
a story,3
lenses,7
citric acid,4
a pavilion,2
a microprocessor chip,1
bob seger,6
good housekeeping,16
an oratory,2
st anthonys fire,1
retail,3
the bridge of san luis rey,10
a cuckoo,13
victoria albert,6
former,1
fischer spassky,2
the fellowship of the ring,8
riders of the purple sage,5
the mummy returns,2
st swithun,1
grover cleveland adlai stevenson,1
the canton,3
general,13
patty cake patty cake bakers man,1
shroud of turin,2
desk,3
opryland usa,1
james michener,37
one giant leap for mankind,4
thor heyerdahl,29
coffee table,1
leathernecks,3
mandate,3
pleasure island,2
manicotti,6
myrtle beach,9
doberman pinscher,1
bull,16
uneven parallel bars,3
mother goose,16
john major,20
prisonjail,1
floor exercise,6
pituitary gland,5
rhythmic gymnastics,11
on golden pond,18
pommels,2
the creek indian war,1
violeta chamorro,6
stapes,2
lois clark,4
whole hole,1
nightmare on elm street,9
for four,1
a pedometer,7
hart to hart,3
per purr,2
fur trading,2
the lungs,47
titans,7
hercules kevin sorbo,1
gored gourd,1
john c frémont,9
the nile river,4
stayed staid,1
the tropic of capricorn,8
georges seurat,28
fala,7
kalahari desert,2
bucephalus,3
myanmar burma,6
krupp,6
syngman rhee,6
chinchilla,9
minnesota fats,9
spandex,15
a parachute jump,1
bobby jones,19
a smoke,4
the william tell overture,4
chintzy,4
the sky,6
kachinas,5
outer mongolia,3
flax,14
your heart,8
the marquis de lafayette,20
george balanchine,26
a measure,2
wesley snipes,9
a key lime,1
medleys,1
de soto,13
van helsing,8
a prune,5
dame nellie melba,7
verrazzano,9
skid row,4
from dusk till dawn,1
magnificat,1
ponce de leon,26
password,10
fright night,2
the grape,4
the melodica,1
juan cabrillo,2
disarming,1
his beard,4
luther vandross,4
tickertape,1
zucchini,24
mary chapin carpenter,2
zori,1
the tuskegee institute,5
the montagues capulets,1
the doge,9
yugoslavia or serbia,1
the magnolia,11
bartolomeu dias,4
veneer,6
the salem witch trials,7
1860,4
bobs lobs,1
windpipe,3
queens beans,1
hash browns,6
wintergreen,5
1621,2
sids kids,2
wingman,2
1896,6
micks picks,1
the red hat society,2
winced,1
ozzys fozzies,1
winnetka,1
a cartoon,2
stephen austin,9
twist ties,1
the platform for america the democratic party platform accepted,1
hawking,10
a pitch pipe,1
egg tempera,1
the bridge of sighs,12
surrender,9
mad money,2
the cathedral of st mark or san marco,1
manifestos,1
a bottle blonde or a bleached blonde,1
kitsch,5
the universal declaration of human rights,5
stephen dedalus,5
a life list,2
john wesley hardin,3
garry trudeau,10
uncle sam,29
the house of york,2
bigfoot the abominable snowman,1
uncle tom,14
christopher robin milne,2
crop circles corn circles accepted,1
the womens basketball team,1
uncle buck,7
dan obrien,2
uncle fester,5
terry waite,3
rostenkowski,2
spontaneous human combustion,1
west virginia mountaineers always free,1
a squash,4
kilmer,3
zenda,7
a lilliputian,1
cats tongues,1
primal fear,1
a milliner,7
black forest torte,1
sir lancelot first knight,1
the murders in the rue morgue,11
ta ta for now,2
an albatross,25
csi miami,7
are you male or female,1
diana barrymore,1
henry blake,2
a parent,2
diana vreeland,7
a minuteman missile,1
french manicure,1
diana trilling,1
gross anatomy,1
jojoba,6
george meredith,1
dross,2
oliver,37
a war,4
president,17
mae west nile virus,1
luck,6
duke of earl scheib,1
beau brummell,13
the real one,1
riverdale high,1
william of orange roughy,1
the south sea bubble,1
bill skowron,1
the zambezi,18
pepin the shortorder cook,1
rent,39
beast,3
kennebec,1
lusaka,3
jesse james and the giant peach,1
gilding the lily,1
toast,10
matlock,8
the wheel,3
out of order,2
manx,7
scarlet,15
jessica fletcher,3
out of mind,1
levar burton,7
tomato puree,2
out of bounds,4
tabby,8
hoss,4
anastasio somoza,6
pineapples,3
sir david lean,1
ron brown,3
bruce babbitt,7
akira kurosawa,13
the olfactory nerves,1
donna shalala,7
papillae,2
uncle bens,4
the apple cart,2
the portland trail blazers,5
pharynx,6
land o lakes,2
carte blanche,7
bon ami,8
la femme nikita khrushchev,1
a cartel,4
dino,7
zbigniew brzezinski,3
resistance,16
hydrochloric acid,15
the texas air national guard,1
streptomycin,1
a sturgeon,5
the jaw,4
a bourgeois,1
close order drill,2
the special air service,2
a clerk,3
a blooper,3
mary robinson,2
the chaplain,4
georgia alabama,1
mary wells,1
us attorneys,2
paratroopers,5
idaho oregon,1
mary bono,3
a patent examiner,1
a boa constrictor,3
a whooping crane,7
mary engelbreit,1
pushtu,1
a ferret,7
cocky,1
casings,1
amon,1
enemy at the gates,1
the jowl,1
the henpecked,1
the dirty dozen,7
headcheese,2
the turkey trot,2
a stoa,1
memphis belle,3
tar baby,2
pulled pork,2
wild goose chase,2
crochet,10
fruit of the loom,20
burning it in,1
mayflower,12
a watermark,8
calligraphy,21
woody harrelson the characters name was woody boyd,1
federal express,19
tiny toon adventures,1
bethlehem steel,6
president bill clinton,3
calgary,47
sirens,6
hebrew,47
robert packwood,3
buffalo bills,7
alphonse d amato,1
egyptian,5
balanced budget amendment,2
eurydice,15
william henry harrison 1841 james garfield 1881,1
kilt,10
12 monkeys,6
boulevard,5
insects,18
bat,27
rhesus monkeys,5
man does not live by bread alone,1
anwar sadat menachem begin,2
proboscis monkey,5
sloths,4
loupe,3
1086,1
boers,5
good,9
capri,18
robert altman,7
charles gordon gordon of khartoum,1
ship,7
george eastman the eastman school of music,1
a chandelier,6
computer science,6
flesh,4
portauprince or santo domingo,1
martin luther king,35
pretoria,20
a chalet,3
youre fired,2
a dime,14
a beanbag chair,3
the surreal life,2
linens n things,1
arkansas alaska,1
joe millionaire,2
a blacklight poster,1
a cappella,15
the bachelorette,7
an old man,1
agrarian,2
cyberspace,10
the loonie,1
yaffa blocks,1
canaan,11
blindness,15
rabbi,13
pulsars,10
treasury,27
purr,4
the terminal,1
interior,16
magnitude,14
lynx,7
woodchuck,1
huntsville,17
proxima,2
split,16
pencils,8
lucy liu,13
kelly ripa,10
hardening,1
functions,1
natalie portman,19
a guidance counselor,2
jubal early,4
disenfranchised,1
erik lyle menendez,1
world trade center,7
the roadrunner,12
bread wine,4
visor,1
60 minutes,39
cambodiakampuchea,1
mynah bird,4
clarinet,18
vigilante,6
trumpetcornet,1
viscount,8
david canary,1
marimbaxylophone,1
papal bull,1
house senate,1
sauerkraut,31
tire,6
cape town,43
brett butler,4
wilbur wright,7
18th amendment prohibition,2
coconut macaroons,1
chicago hope,13
the state of the union,4
h rider haggard,7
liver,49
crimson tide,12
andrea mcardle,3
joseph jacquard,1
listerine named for sir joseph lister,1
sunday bloody sunday,3
deepsix,2
a feather,11
maze,2
with or without you,1
where the streets have no name,1
palm sunday,17
a hexahedron,2
the conga,6
treason,21
wedding crashers,6
box,8
pilot,6
spinning,7
a bayonet,12
reuters,8
the lunar module,1
a bundt,3
kill people,1
light in august,7
burlap,9
the interpreter,2
escape velocity,5
bratislava,15
sa,1
victrola,2
carrier pigeons,2
brad pitt,42
american museum of natural history,2
sapsuckers,2
beacon,3
garth brooks played on the anniversary of the oklahoma city bombing,1
the beaten path,3
daniel patrick moynihan,11
warbler,1
whooping crane,4
protoplasm,4
bone marrow,8
honore de balzac,6
talia shire,10
anthony trollope,6
clingmans dome,3
meiosis,9
burmamyanmar,1
danny kaye,9
menudo,14
auburn,24
the jet propulsion lab,2
boston college,12
colgate,11
little bighorn,10
habitat for humanity,15
jamba juice,3
mirror writing,2
tufts,9
linux,10
vitruvian man,4
netscape,6
blondes,5
an ermine,9
the university of south carolina,3
bah humbug,3
the accordion,12
accounting,8
glinda the good witch,2
accra,5
sir lancelot,6
the united states of america,6
jaccuse,6
an accelerant,1
rafiki,3
marsupium,3
accrued,2
ringtones,1
epcot,10
a geodesic dome,8
herculaneum,15
a jonquil,1
diogenes,14
the złoty,2
knoxville tennessee,1
the pink family,4
pat nixon,31
jeanjacques dessalines jean jacques i,1
zn zr zinc zirconium,1
the tang,1
connie chung,21
maria shriver,11
the corona,11
katie couric,12
guilds,7
a white dwarf,4
sofia bulgaria,1
craigslist,6
shrek,31
decibels,18
a knuckle,2
monstercom,1
ron burgundy,9
knead,9
myspace,8
tiny dancer,5
the olfactory bulb,1
imdbcom,1
brian boitano,5
knell,2
travelocity,2
farsighted,2
a knapsack,6
clay aiken,6
cocked,3
a werewolf,12
jesse helms,12
a prosthesis,1
earnest,6
jerry rice,18
trainer,1
a rib spreader,1
lady windermere,6
a whole note,3
a foundry,5
cardiology,10
ddt,15
adder,3
teri hatcher,7
silkworms,12
litre,1
cat tails,2
indus,5
the willow,8
a marriage carriage,1
a dapper flapper,2
albino,5
cacao,5
a sleeker sneaker,1
bossa nova,4
the ponderosa pine,2
a sinister minister,2
a caravel,3
a roman bowman,1
middleoftheroad,3
the eraser,3
the belt,3
clothespins,1
the contract with america,1
kenny rogers,28
copper zinc,1
south korea,85
a politician,3
tom bradley,9
duke university,10
the mutual broadcasting system,1
crispus attucks,10
larry king,14
moseleybraun,1
all things considered,6
2 of richard nixon spiro agnew george bush,1
the blair witch project,10
vlad,3
concrete,26
secretary of state,38
cafta,2
the skeleton key,1
the state of the union address,8
red eye,3
womens studies,2
devastate,1
grokster,1
the house of wax,1
the fourth estate,9
robert blake,3
rob zombie,4
upton sinclair,35
the bald,3
ichthyology,10
intestate,5
central,10
jumping,6
a peach,17
nelly,8
eastern,15
mountain,21
a selfportait,1
a lump sum,2
beauty is truth truth beauty,2
the beastie boys,28
crutches,3
dover beach,8
ll cool j,13
the mugwumps,2
terrier,12
wildebeest,6
quill,7
pillsbury bakeoff,4
jersey guernsey,1
boomer esiason,4
rebus,2
presidential medal of freedom,2
shark,22
south beach,9
gnome,7
wendy wasserstein,19
stoatweasel,1
albert gore sr,2
crucifixion,2
guinea pig,6
moscow on the hudson with robin williams,1
the mayo clinic,18
william fulbright,5
picket fences,8
constantin brancusi,7
montreux,4
everett dirksen,7
second punic war,1
round midnight,2
campbell soup company,1
supreme court justice,6
sixth man,1
burning man,11
the department of state,7
joseph lister,17
rocks,9
toastmaster,1
robert brown,2
statics,1
arbitrator,2
nancy pelosi,24
to bust,1
crannies,3
a double barrel,2
hobbes,2
radio,26
flex,3
abercrombie,3
handwriting on the wall,2
pythias,4
a telegram,5
antonin dvorak,17
airtime,1
principe,5
1000,26
funnel,4
tienamen square,1
corkscrew,3
waterworld,10
meat thermometer,1
feliz navidad,5
chrysalis,3
whisk,5
wassail,3
honey i shrunk the kids,5
double boiler,2
epiphany,14
planetarium,4
forget paris,2
comstock lode,5
small potatoes,5
gucci,18
small claims court,8
anne klein,4
sgt bilko,5
the great stone face,2
the great unwashed,2
christian lacroix,1
mary leakey,19
the father,1
manger,1
du jour,1
fa la la la la la la la la,2
toaster,6
2 of declaration of independence articles of confederation articles of association the constitution,1
gums,7
new jersey devils,6
noel,6
lifeguard,5
the us flag,3
nicotine,23
eskimos,8
nail polish,11
cordon bleu,14
rudolph the rednosed reindeer,14
phillips,8
au pair,3
mattel,21
morton,4
lufthansa,17
the pelican brief,12
pitneybowes,1
brideshead revisited,13
ruble,7
ted koppel,17
democratic party,4
ego,12
pesos,8
jimmy kimmel,11
the whig party,13
the wrigley building,2
lat,1
jaywalking,7
the green party,19
glee,32
rand,5
the federalist,1
ogle,2
z 322oty,1
craig ferguson,6
the union party,1
loge,2
lance armstrong,26
diabetes,43
curt schilling,5
a ripple effect,1
easel,4
land an airplane,1
kim clijsters,2
magnetization,1
succession,14
dutch elm disease,12
azalea,4
annika sorenstam,7
the placebo effect,1
kevlar,17
aquarium,6
halsey,11
danica patrick,12
protease,1
john gotti,10
ginsburg,8
a chapter,3
george leo,2
homicide,14
the usa network,1
an even break,2
charcoal,20
mayor koch,2
the soviet union or russia,1
corpse,6
margaret sanger,41
the refrigerator,5
a chalice,6
marion barry,16
dairy,4
a chancellor,2
fugitive,4
sylvia porter,7
big top peewee,1
pailpale,1
little big man,15
flueflu,1
telegram,4
lyelie,1
the big red one,4
wryrye,1
the big green,1
joseph valachi,2
hallhaul,3
l frank baum creator of the wizard of oz,1
the rachel,1
grand theft auto,7
the uss maine,9
the whale,9
texas instruments,16
queequeg,7
elizabeth arden,7
barnes noble,15
halo,16
marion,7
guy ritchie,5
best buy,8
world of warcraft,10
montpelier,37
abbreviation,4
the honeybee,5
middleweight,4
montevideo,31
penitentiary,8
the flooding of the nile,3
a robot,10
kansas city,44
a horseshoe crab,3
carpetbagger,3
the horn,8
francophobia,1
gamut,2
1812,8
a calf,10
faint paint,1
matt leinart,2
pecans,13
a cub,7
a macho nacho,1
a slave revolt,2
a kid,2
the bath path,1
bobby bowden,4
borrow sorrow,1
alexander hamilton stephens,1
redeye gravy,3
the lamb,6
a heart part,1
imaginary,2
drei,2
gold leaf or gold foil,1
minnehaha,19
tikis,2
adjacent,6
the silverdome,3
sensei,6
queens of the stone age,2
the silver anniversary,1
a vignette,5
blue öyster cult,4
a logarithm,2
a gold bricker,1
pizzicato,11
lima peru,10
northwest passage,10
pupil,11
sooey,2
the showme state,2
aria,10
harry truman harry truman reservoir,1
3 x 5,1
apron,4
the edwardian age,1
marky mark,7
a trillion,1
boar,2
anopheles,4
jennifer jason leigh,9
united we stand divided we fall,5
play in the mud,1
fawlty towers,11
johannes gutenburg,3
buckwheat,13
absolutely fabulous,9
mazurka,6
amino acids,30
max headroom,9
lillehammer,13
barley,22
ira levin,4
barbara woodhouse,10
ghent,17
isabel allende,34
triticale,1
se hinton,13
the jewel in the crown,4
wittenburg,2
nilsson,1
milk cartons,1
the us naval academy,7
emu,8
chubby checker,14
c everett koop,10
egg foo young,3
falkland or malvinas islands,5
london philadelphia,1
gateway 2000,2
don mclean,9
egbert or ethelbald ethelbert ethelred or ethelwolf,1
medicare,20
animals,10
the nobel prize for literature,10
mighty joe young,5
snuff,13
the 1920s,20
budapest hungary,1
chef or cook,1
jim jones,7
makeup,9
sauk centre minnesota,1
chests,1
double threes,1
the tomb of the unknown soldier,14
the underworld,5
mounds,8
guano,17
bedpost,1
cigarettes,22
over hill over dale,1
typhoons,4
lacquer,5
racetrack,1
operation overlord,4
the bob newhart show,4
etagere,1
bachmanturner overdrive,4
pat,17
damocles,7
seasickness,4
charles boyer,5
spinet giovanni spinetti,1
sergei diaghilev,6
marvin hagler,4
a fable,5
cheek to cheek,4
the curd,2
a creek,1
gauntlet,7
lemon grass,1
reek,2
jousting,18
sullivan,8
denouement,5
the starspangled banner,32
a leek,10
the knights templar,21
ingemar johansson or sonny liston,1
arrabbiata,2
biweekly,4
carole king,24
s takes it to cosmic,1
videotape recorders,1
mao zedong,15
the oil business,2
the kingsmen,3
t for mortal,1
addition,3
atkins,4
ben e king,3
m for hermitage,1
music downloads,1
flicka,9
bb king,22
ann richards,19
h for shale,1
a dialysis machine,2
paintbrush,3
evelyn champagne king,1
clare booth luce,2
b for rabid,1
the velvet revolution,4
mending wall by robert frost,1
hairstyle,1
sweet georgia brown,5
drinks,1
happy face,1
woodpecker,18
sweet gypsy rose,2
heroin,8
strawberry shortcake,5
hens,2
the eurythmics,9
albert sabin,12
yurt,3
stereopticons,1
barn,2
how sweet it is to be loved by you,1
the adventures of ozzie harriet,2
rosary,6
mural,2
ralph kramden,7
tempera,10
topper,11
colleen mccullough,15
james g blaine,5
george plimpton,5
richard crenna,4
vedas,4
tom hayden,5
missing in action,1
sticks,6
guns n roses,35
helicopters,14
slips,1
arrow,20
lighthouse,10
benny and joon,1
congressional medal of honor,8
shaved them,1
actress sarah siddons,1
furies,3
new edition,3
ties,5
bills,5
yonkers,11
maharajah,4
yoga,32
rhinoceroses,3
spruce,15
dan jansen,3
robert james waller,8
tandoor,1
eugenie,5
ghee,6
a dingo,19
bed head,5
the monkey,3
litebrite,4
the love boat,24
abbazaba,2
strasbourg,4
columbo,14
the horse,10
blues clues,5
flower power,6
a vise,2
genre,4
richard i the lionhearted,3
alexander calder,44
a pistol grip,1
cheyenne,33
genius,9
constantinople or istanbul,4
the wiggles,5
germane,2
the childrens crusade,6
poppy montgomery,1
donatello,17
geometric,2
a plum,12
praxiteles,2
the penholder grip,1
gentian,1
fear and loathing in las vegas by hunter thompson,1
soviet unionussrrussia,1
white chocolate,3
maxwell smartagent 86,1
deep space nine,6
don rickles,13
trifle,9
where in the world or time is carmen sandiego,1
mark lindsay,2
robert ironside,1
the eagle has landed,9
teheran,2
chloe,4
dr jonas salk,6
elmore leonard,12
william kennedy,6
neighbor,7
a sniper,3
submarine,18
cello in cancel long,1
machine guns,3
sitin,2
timpani in tim panicked,1
birdshot,2
bassoon in barabas soon,1
a sculpture,1
the daisy company,1
lyre in carefully replace,1
the manhattan indians,1
wilkie collins,9
an airplane,11
organ in nor gandalf,1
fluoride,19
a public school,2
cinéma vérité,3
the two towers,7
scorpion,13
a cinch,3
sentimental journey,1
le centre pompidou,1
wasp,10
cinders,2
starship troopers,10
arrakis,4
beetle,13
pitocin,1
veins,12
floating ribs,1
the left side,5
cardinal richelieu,22
a mating ritual,3
isaac hayes,13
note,2
book of mormon,6
gall bladder,3
lento,1
a gill,4
moses malone,4
g major,1
the reindeer,3
byrd,7
little lion,1
deep sea,1
spiral,18
milton delugg,1
ray bloch,1
when spoken to,1
arrowroot,2
mort lindsey,1
invictus,7
analgesic,3
crab nebula,4
sammy spear,1
our children,1
kielbasa,6
a cellar,1
dwight clark,1
bridegroom,2
george clinton,20
rib,5
powhatan,21
pierogi,2
polecat,2
murder in the cathedral,10
hollywood swinging,1
wells fargo,35
the seraglio,2
barry diller,3
rubin hurricane carter,3
rocky top,2
coach,17
jim braddock,1
delhi,11
special relativity,2
henri charriere,1
lamar alexander,4
oracle,11
lord alfred douglas,1
april 1,6
the rays,2
lizards,14
james naismith,9
the leatherback turtle,3
sacramento or fresno,1
the hunchback of notredame,7
gypsy rose lee,16
michener,11
the hip,13
alan ladd,6
the knee,23
margaret hamilton,8
houdon,4
rhinestones,6
divine the future,1
canter,5
big rock candy mountain,2
delta dawn,6
tuscany,21
mahjong,13
my blue heaven,5
their babies,1
brogue,2
forest of arden,2
sherry or sheila,1
lens,10
nadine,1
to repeat it,1
millionaire,4
boise,36
oh susanna,8
james w denver,1
knowledge or wisdom,1
buffalo bob,1
banquo,13
raleigh,21
walter alston and walter omalley,1
vernon walters,1
charles sumner,1
durward kirby,1
walter ulbricht,1
bonjour,5
a byline,4
strokes,3
bon appetit,4
a jump,2
an ace,19
bon voyage,7
the oped page,1
cujo,12
augusta national,1
a bon vivant,2
spot news reporting,1
the cut,1
the four corners,5
george mason,4
bonhomie,1
agate,8
salems lot,4
michelle wie,7
alaska alabama arizona arkansas,1
longhorns,1
the earths circumference,2
a full house,11
lance corporal,5
ann curry,1
bicycle,21
lillie langtry,11
it was the best of times it was the worst of times,3
cinnamon carter,2
a joker,2
an owl,22
a hurricane,26
thumbs,6
the blue jay,1
parts per billion,1
stilts,6
a shot glass or a jigger,1
the circumference,10
an egret,3
life goes on,1
a shoulder,1
jack the ripper,54
egg roll,2
trumpet,23
piccolo,14
murder incorporated,6
strait of gibraltar,4
refried beans,3
saxophone,15
cia central intelligence agency,4
mindanao,4
parfait,4
cello,11
elisabeth kublerross,1
the molly maguires,8
the walkers,3
plutarchs lives,1
pia zadora,3
sphinxes,1
polka,10
indigo,36
pickled,2
quail,11
waldenbooks,3
hans geiger,11
time warner,10
chloroplasts,5
skol,2
pilsner,8
master of ceremonies,4
biscayne bay,10
bay of naples,2
the davis cup,12
jennifer capriati,3
beau brummel,4
australia england france united states,1
sir william herschel,2
benjamin netanyahu prime minister of israel,1
princess grace kelly,3
my fair lady,43
james smithson,8
valhalla,34
tgv trains grande vitesse,1
flopsy mopsy cottontail peter,1
elle,17
libel,19
jenny,10
alan j lerner,3
leading,1
bacchus or dionysus,5
the queen elizabeth the queen mary,3
lobbyists,4
usps united states postal service,1
peter paul mary,6
a bullfrog,7
the mongoose,5
the ceiling on the national debt,1
the whiffenpoof song,1
guy de maupassant,15
argentina chile,3
carl gustav xvi,1
a tony,6
like father like son,2
the bay of biscay,35
chinups or pullups,1
actions speak louder than words,4
dumbbells,2
baffin bay,5
squats,5
always look on the bright side,2
bally total fitness,1
